date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:44	649/649	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/fonts/fontawesome-webfont3295-3.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/fonts/fontawesome-webfont3295-3.html	(from https://kfcindia.in/css/font-awesome.min.css)
12:00:45	648/648	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/fonts/fontawesome-webfont3295-4.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/fonts/fontawesome-webfont3295-4.html	(from https://kfcindia.in/css/font-awesome.min.css)
12:00:45	648/648	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/fonts/fontawesome-webfont3295-5.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/fonts/fontawesome-webfont3295-5.html	(from https://kfcindia.in/css/font-awesome.min.css)
12:00:45	687/687	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/stroke-icon/fonts/Stroke-Gap-Icons.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/stroke-icon/fonts/Stroke-Gap-Icons.html	(from https://kfcindia.in/vendors/stroke-icon/style.css)
12:00:45	687/687	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/owl-carousel/assets/owl.video.play.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/owl-carousel/assets/owl.video.play.html	(from https://kfcindia.in/vendors/owl-carousel/assets/owl.carousel.min.css)
12:00:46	695/695	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:46	700/700	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-2.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-2.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:46	699/699	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-3.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-3.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:46	699/699	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-4.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/fonts/revicons/revicons90c6-4.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:47	654/654	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/css/openhand.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/css/openhand.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:47	660/660	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/css/closedhand.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/css/closedhand.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:47	663/663	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/assets/gridtile.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/gridtile.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:47	681/681	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/revolution/assets/gridtile_white.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/gridtile_white.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:47	675/675	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/revolution/assets/gridtile_3x3.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/gridtile_3x3.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:48	693/693	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/revolution/assets/gridtile_3x3_white.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/gridtile_3x3_white.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:48	666/666	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/vendors/revolution/assets/coloredbg.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/coloredbg.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:48	657/657	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:53%20GMT	https://kfcindia.in/vendors/revolution/assets/loader.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/vendors/revolution/assets/loader.html	(from https://kfcindia.in/vendors/revolution/css/settings.css)
12:00:49	607421/607421	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Sep%202025%2012:24:55%20GMT	https://kfcindia.in/img/gallery/KFChero.jpg	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/gallery/KFChero.jpg	(from https://kfcindia.in/css/style.css)
12:00:49	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Dec%202025%2006:30:48%20GMT	https://kfcindia.in/css-1.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/css-1.4e.delayed	(from https://kfcindia.in/css/style.css)
12:00:49	615/615	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/icon/line-shap.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/icon/line-shap.html	(from https://kfcindia.in/css/style.css)
12:00:49	621/621	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:55%20GMT	https://kfcindia.in/img/icon/line-shap-2.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/icon/line-shap-2.html	(from https://kfcindia.in/css/style.css)
12:00:50	606/606	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/shadow-menu.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/shadow-menu.html	(from https://kfcindia.in/css/style.css)
12:00:50	606/606	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/home-banner.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/home-banner.html	(from https://kfcindia.in/css/style.css)
12:00:50	597/597	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/home-man.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/home-man.html	(from https://kfcindia.in/css/style.css)
12:00:50	642/642	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:55%20GMT	https://kfcindia.in/img/breadcrumb/breadcrumb-1.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/breadcrumb/breadcrumb-1.html	(from https://kfcindia.in/css/style.css)
12:00:50	603/603	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/family-img.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/family-img.html	(from https://kfcindia.in/css/style.css)
12:00:51	615/615	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/icon/ab-bar-bg.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/icon/ab-bar-bg.html	(from https://kfcindia.in/css/style.css)
12:00:51	684/684	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2012:24:54%20GMT	https://kfcindia.in/img/service/repair-service/r-service-shap.html	C:/My%20Web%20Sites/kfcindia/kfcindia.in/img/service/repair-service/r-service-shap.html	(from https://kfcindia.in/css/style.css)
